State,Long,"Place
Name","Zip
Code",County,Lat,
AR,-93.7286,Alix,72820,Franklin,35.41,
NY,-74.1951,Blooming Grove,10914,Orange,41.4093,
NJ,-73.9772,Englewood,7631,Bergen,40.8943,
OK,-97.3331,Oklahoma City,73150,Oklahoma,35.4123,
NY,-73.5107,Brainard,12024,Rensselaer,42.495,
MN,-95.5545,Milroy,56263,Redwood,44.4365,
SC,-79.0557,Conway,29526,Horry,33.8731,
UT,-113.0619,Cedar City,84720,Iron,37.6775,
WV,-80.877,Nallen,26680,Fayette,38.1107,
KS,-97.9431,South Hutchinson,67505,Reno,38.0282,
IA,-95.379,Oakland,51560,Pottawattamie,41.312,
MI,-85.7329,Lake Leelanau,49653,Leelanau,44.9856,
FL,-86.6087,Eglin Afb,32542,Okaloosa,30.5393,
IA,-96.1822,Whiting,51063,Monona,42.1522,
ID,-116.9516,Post Falls,83877,Kootenai,47.718,
VA,-77.4512,Richmond,23284,City of Richmond,37.5494,
LA,-92.0188,Lafayette,70505,Lafayette,30.2023,
GA,-84.6477,Acworth,30101,Cobb,34.0756,
MN,-95.8324,Wilmont,56185,Nobles,43.7692,
FL,-81.2233,Altamonte Springs,32716,Seminole,28.7448,
MN,-95.1119,Roosevelt,56673,Roseau,48.8279,
TX,-98.0529,Donna,78537,Hidalgo,26.1671,
CA,-121.2669,Feather Falls,95940,Butte,39.622,
ME,-67.8414,Monticello,4760,Aroostook,46.3007,
GA,-84.696,Shiloh,31826,Harris,32.8101,
WV,-82.2642,Williamson,25661,Mingo,37.6902,
MI,-85.4264,Sturgis,49091,St. Joseph,41.8089,
WA,-122.6823,Lummi Island,98262,Whatcom,48.7128,
OR,-123.0284,Creswell,97426,Lane,43.9058,
MI,-85.6239,Grand Rapids,49528,Kent,42.8811,
NY,-73.9772,New York,10124,New York,40.7808,
CA,-118.2884,Tujunga,91043,Los Angeles,34.2522,
AK,-147.7164,Fairbanks,99707,Fairbanks North Star,64.8378,
WV,-81.1128,Spanishburg,25922,Mercer,37.4605,
PA,-80.0935,Erie,16508,Erie,42.0976,
TX,-95.4854,Houston,77035,Harris,29.6518,
VA,-78.2793,Rice,23966,Prince Edward,37.2721,
IL,-88.2816,Tuscola,61953,Douglas,39.7995,
PA,-76.936,Camp Hill,17089,Cumberland,40.2697,
NE,-97.8592,Sutton,68979,Clay,40.6056,
KY,-84.4715,Lexington,40523,Fayette,38.0283,
NC,-77.0208,Bridgeton,28519,Craven,35.1215,
KY,-83.8929,Moorefield,40350,Nicholas,38.2926,
KS,-94.8899,Columbus,66725,Cherokee,37.1699,
VA,-78.3949,Farmville,23909,Prince Edward,37.3016,
OH,-84.7901,Hollansburg,45332,Darke,39.9899,
MD,-77.0051,Cooksville,21723,Howard,39.3211,
AR,-94.1308,Lowell,72745,Benton,36.2554,
IN,-85.2724,Straughn,47387,Henry,39.8319,
IA,-94.5049,Blockton,50836,Taylor,40.6242,
KY,-83.7049,Vincent,41386,Owsley,37.3986,
MN,-96.2888,Hitterdal,56552,Clay,47.0014,
MD,-75.7558,Manokin,21836,Somerset,38.1154,
IA,-93.7277,Clarion,50525,Wright,42.7271,
AZ,-111.7242,Mesa,85206,Maricopa,33.4026,
MS,-90.8642,Vicksburg,39181,Warren,32.3486,
CT,-72.9275,New Haven,6537,New Haven,41.3657,
NY,-78.893,Collins,14034,Erie,42.5001,
OR,-122.6144,Portland,97267,Clackamas,45.4021,
MO,-94.4683,Saginaw,64864,Newton,37.024,
WI,-89.9386,Arena,53503,Iowa,43.1521,
NC,-79.3385,Goldston,27252,Chatham,35.5643,
CT,-73.2048,Bridgeport,6601,Fairfield,41.167,
AZ,-111.7188,Mesa,85215,Maricopa,33.4707,
NJ,-74.4229,Atlantic City,8405,Atlantic,39.3643,
CA,-121.6555,Spreckels,93962,Monterey,36.6261,
UT,-111.877,Centerville,84014,Davis,40.9268,
AL,-85.8107,Weaver,36277,Calhoun,33.7563,
NJ,-74.1569,Hawthorne,7506,Passaic,40.9564,
MO,-90.8534,Wentzville,63385,Saint Charles,38.802,
MA,-73.3611,Sheffield,1257,Berkshire,42.1001,
TX,-96.8807,Milano,76556,Milam,30.7304,
MO,-92.5077,La Plata,63549,Macon,40.0208,
NY,-74.8025,Roseboom,13450,Otsego,42.708,
CA,-117.0898,San Diego,92131,San Diego,32.9123,
TN,-89.8124,Memphis,38125,Shelby,35.0312,
TX,-96.7942,Dallas,75248,Dallas,32.9682,
TX,-96.0925,North Zulch,77872,Madison,30.9285,
CA,-122.7011,Rohnert Park,94926,Sonoma,38.3396,
NC,-81.0306,Mount Holly,28120,Gaston,35.3119,
NY,-74.0002,Mount Marion,12456,Ulster,42.0357,
NE,-97.764,Genoa,68640,Nance,41.4468,
CA,-118.0328,Whittier,90607,Los Angeles,33.9792,
CO,-103.1166,Peetz,80747,Logan,40.9519,
MT,-113.2087,Hall,59837,Granite,46.5825,
GA,-84.0982,Locust Grove,30248,Henry,33.3449,
NY,-75.7591,Port Crane,13833,Broome,42.1958,
MA,-73.3645,Richmond,1254,Berkshire,42.3784,
IL,-89.1948,Beason,62512,Logan,40.1437,
MO,-91.9137,Pomona,65789,Howell,36.8441,
NC,-77.835,Rocky Mount,27803,Nash,35.9238,
AK,-160.2067,Anvik,99558,Yukon-Koyukuk (CA),62.6561,
IA,-96.1704,Le Mars,51031,Plymouth,42.7962,
NY,-74.3335,Ashland,12407,Greene,42.3037,
KY,-85.9769,Radcliff,40159,Hardin,37.7235,
MN,-93.2207,Minneapolis,55450,Hennepin,44.8811,
NJ,-74.838,Wildwood,8260,Cape May,38.9949,
KS,-100.468,Grainfield,67737,Gove,39.103,
WY,-110.6137,Yellowstone National Park,82190,Park,44.7957,
KS,-95.2863,Cummings,66016,Atchison,39.483,
IL,-89.7184,Peoria,61643,Peoria,40.7442,
CA,-120.4325,Santa Maria,93454,Santa Barbara,34.9545,
AR,-93.1263,Whelen Springs,71772,Clark,33.8309,
FL,-82.5805,Tampa,33615,Hillsborough,28.0081,
KY,-87.1502,Guthrie,42234,Todd,36.7149,
FL,-80.63,Islamorada,33036,Monroe,24.9233,
IL,-89.227,Magnolia,61336,Putnam,41.1164,
PA,-75.7676,La Plume,18440,Lackawanna,41.5516,
VA,-79.9556,Boones Mill,24065,Franklin,37.1331,
NY,-78.4159,Hinsdale,14743,Cattaraugus,42.1979,
AL,-86.1386,Hollins,35082,Clay,33.1162,
TX,-106.4783,El Paso,79901,El Paso,31.7584,
NH,-72.5015,Hinsdale,3451,Cheshire,42.8027,
NY,-74.0303,Brooklyn,11209,Kings,40.6251,
NC,-79.0467,Barnesville,28319,Robeson,34.4088,
LA,-90.0751,New Orleans,70157,Orleans,29.9546,
MD,-76.8777,Lanham,20703,Prince George's,38.8336,
AR,-94.3749,Cedarville,72932,Crawford,35.603,
MS,-90.8542,Valley Park,39177,Issaquena,32.6323,
MN,-95.6765,Montevideo,56265,Chippewa,44.9688,
NC,-77.3912,Mccutcheon Field,28545,Onslow,34.6921,
FL,-80.2753,Pompano Beach,33076,Broward,26.3168,
IA,-93.5722,Des Moines,50305,Polk,41.6727,
IA,-90.6695,Grand Mound,52751,Clinton,41.8501,
MN,-93.8859,Mayer,55360,Carver,44.9022,
CT,-73.1811,Bridgeport,6608,Fairfield,41.1895,
GA,-84.3479,Sasser,39885,Terrell,31.7191,
AL,-88.1129,Red Bay,35582,Franklin,34.4513,
IL,-88.544,Harrisburg,62946,Saline,37.7257,
PA,-80.3939,New Galilee,16141,Beaver,40.8569,
TN,-89.3056,Hornbeak,38232,Obion,36.3596,
GA,-83.3552,Enigma,31749,Berrien,31.3736,
WA,-121.2501,Lyle,98635,Klickitat,45.745,
TX,-96.7776,Dallas,75360,Dallas,32.7673,
IA,-94.9469,Superior,51363,Dickinson,43.4318,
MO,-94.4073,Lees Summit,64081,Jackson,38.9142,
IN,-86.7761,Shoals,47581,Martin,38.6791,
CO,-108.7173,Yellow Jacket,81335,Montezuma,37.5344,
CA,-119.4873,Alpaugh,93201,Tulare,35.8877,
PA,-75.2747,South Canaan,18459,Wayne,41.616,
WV,-79.6358,Albright,26519,Preston,39.5701,
AL,-87.7106,Dickinson,36436,Clarke,31.7635,
NE,-98.1235,Royal,68773,Antelope,42.3648,
OR,-124.284,Brookings,97415,Curry,42.0526,
TX,-99.4819,Laredo,78044,Webb,27.3637,
NC,-80.3413,Oakboro,28129,Stanly,35.246,
PA,-76.6049,Danville,17822,Montour,40.9674,
NC,-78.7249,Wade,28395,Cumberland,35.1606,
OH,-84.029,Dayton,45434,Montgomery,39.7216,
NY,-74.5872,Rock Hill,12775,Sullivan,41.6134,
AR,-90.2702,Rector,72461,Clay,36.2672,
TN,-87.8614,Bumpus Mills,37028,Stewart,36.6226,
UT,-111.4335,Teasdale,84773,Wayne,38.2853,
IL,-88.0048,West Salem,62476,Edwards,38.5209,
FL,-80.602,Satellite Beach,32937,Brevard,28.178,
AL,-87.172,Repton,36475,Conecuh,31.4256,
TX,-106.4869,El Paso,79947,El Paso,31.7587,
OH,-80.5765,Kinsman,44428,Trumbull,41.4354,
OH,-84.2802,Cincinnati,45245,Clermont,39.0688,
CO,-106.9735,Phippsburg,80469,Routt,40.1907,
ND,-99.4932,Agate,58310,Rolette,48.6228,
LA,-93.3265,Lake Charles,70616,Calcasieu,30.2642,
PA,-80.1398,Morgan,15064,Allegheny,40.3542,
MN,-93.3424,Minneapolis,55422,Hennepin,45.0096,
MO,-91.2965,Leasburg,65535,Crawford,38.092,
AR,-92.3925,Little Rock,72219,Pulaski,34.7519,
LA,-91.7403,Lettsworth,70753,Pointe Coupee,30.9324,
MO,-92.3664,Drury,65638,Douglas,36.9319,
IL,-88.3516,Clay City,62824,Clay,38.6695,
DC,-77.0466,Washington,20203,District of Columbia,38.9053,
MI,-82.9978,Brown City,48416,Sanilac,43.2171,
TN,-87.0395,Pleasant View,37146,Cheatham,36.3783,
WY,-104.2765,Carpenter,82054,Laramie,41.0428,
IL,-89.7992,Lebanon,62254,St. Clair,38.6053,
NY,-73.7767,Bayside,11359,Queens,40.7928,
WI,-88.3485,Genoa City,53128,Walworth,42.5323,
PA,-79.6942,Wyano,15695,Westmoreland,40.1962,
PA,-77.1195,Boiling Springs,17007,Cumberland,40.1449,
MO,-92.4026,Brixey,65618,Ozark,36.759,
WI,-90.06,Necedah,54646,Juneau,44.0345,
WV,-81.9024,Sarah Ann,25644,Logan,37.8332,
MS,-88.7342,Shannon,38868,Lee,34.121,
TX,-95.279,Houston,77061,Harris,29.6652,
SC,-80.8892,Columbia,29229,Richland,34.1388,
SD,-98.4824,Mellette,57461,Spink,45.1631,
WV,-80.7446,Canvas,26662,Nicholas,38.2624,
GA,-81.973,Augusta,30901,Richmond,33.4601,
CA,-119.401,Maricopa,93252,Kern,35.0589,
NC,-79.1084,Lumberton,28360,Robeson,34.6697,
SC,-81.3184,Salley,29137,Aiken,33.5972,
CA,-117.7815,Laguna Beach,92652,Orange,33.543,
AL,-85.8924,Alexandria,36250,Calhoun,33.7808,
OK,-96.6783,Ada,74821,Pontotoc,34.7745,
AZ,-110.6188,Sonoita,85637,Santa Cruz,31.6731,
IN,-86.4025,Tyner,46572,Marshall,41.4098,
PA,-75.9484,New Ringgold,17960,Schuylkill,40.7149,
SC,-82.0927,Wellford,29385,Spartanburg,34.9514,
MT,-106.6368,Colstrip,59323,Rosebud,45.9344,
CA,-122.2383,Red Bluff,96080,Tehama,40.1795,
IN,-85.2551,Pierceville,47039,Ripley,39.1116,
GA,-84.5038,Marietta,30066,Cobb,34.0378,
CO,-106.4416,Twin Lakes,81251,Lake,39.1011,
ME,-67.0074,Eastport,4631,Washington,44.92,
TX,-102.3207,Littlefield,79339,Lamb,33.9212,
MD,-76.4008,Forest Hill,21050,Harford,39.5755,
ME,-69.4402,Bremen,4551,Lincoln,44.0104,
CA,-118.2987,Long Beach,90842,Los Angeles,33.7866,
NV,-115.6706,Indian Springs,89018,Clark,36.5697,
TX,-98.5617,Los Ebanos,78565,Hidalgo,26.2434,
PA,-75.5881,Jermyn,18433,Lackawanna,41.5744,
CA,-121.4944,Sacramento,94262,Sacramento,38.5816,
NV,-118.7774,Fallon,89407,Churchill,39.4735,
CA,-123.2154,Calpella,95418,Mendocino,39.2214,
GA,-84.188,Ideal,31041,Macon,32.3696,
CA,-121.5053,Sacramento,95833,Sacramento,38.6157,
PA,-79.7205,Irwin,15642,Westmoreland,40.3191,
PA,-76.5519,Coal Township,17866,Northumberland,40.7917,
NC,-77.8546,Henrico,27842,Northampton,36.5274,
NY,-73.8198,Far Rockaway,11693,Queens,40.6076,
TN,-87.1321,Fairview,37062,Williamson,35.9755,
OR,-124.4037,Bandon,97411,Coos,43.0968,
NY,-78.2068,Albion,14411,Orleans,43.2398,
ID,-116.6256,Colburn,83865,Bonner,48.3633,
VT,-72.1133,Danville,5828,Caledonia,44.4332,
PA,-76.4277,Mountville,17554,Lancaster,40.0427,
NC,-81.8948,Jonas Ridge,28641,Burke,35.9726,
CA,-120.3489,Coalinga,93210,Fresno,36.1624,
OK,-98.3313,Hinton,73047,Caddo,35.4675,
AK,-146.9,Valdez,99686,Valdez-Cordova (CA),61.101,
AK,-161.2139,Akiak,99552,Bethel Census Area,60.9122,
NE,-96.6463,Ames,68621,Dodge,41.4613,
DC,-77.0146,Washington,20463,District of Columbia,38.8933,
PA,-79.8495,Fairbank,15435,Fayette,39.9434,
IA,-95.3115,Kiron,51448,Crawford,42.1794,
WA,-122.4443,Tacoma,98493,Pierce,47.2529,
IN,-84.8515,Patriot,47038,Switzerland,38.8537,
NJ,-74.2677,Union,7083,Union,40.6952,
IL,-90.0458,Alexander,62601,Morgan,39.7517,
MI,-85.3159,Gowen,49326,Montcalm,43.2239,
IL,-88.8504,Ewing,62836,Franklin,38.0702,
TX,-96.9925,Lewisville,75067,Denton,33.0198,
TX,-97.4976,Cedar Creek,78612,Bastrop,30.0966,
MD,-75.7851,Quantico,21856,Wicomico,38.3339,
TX,-98.4071,San Antonio,78247,Bexar,29.5855,
OH,-81.6604,Sugarcreek,44681,Tuscarawas,40.5148,
AZ,-112.1011,Phoenix,85015,Maricopa,33.5082,
IN,-85.1074,Fort Wayne,46803,Allen,41.0695,
NC,-78.2179,Pine Level,27568,Johnston,35.4883,
IL,-88.5975,Millington,60537,Kendall,41.5614,
TN,-89.4814,Macon,38048,Fayette,35.1507,
WA,-121.5163,Trout Lake,98650,Klickitat,45.9828,
MO,-91.9673,Tebbetts,65080,Callaway,38.6402,
MN,-93.2638,Minneapolis,55486,Hennepin,44.98,
MO,-94.5701,Sheridan,64486,Worth,40.4928,
GA,-84.5914,Tyrone,30290,Fayette,33.4719,
WA,-122.6112,Retsil,98378,Kitsap,47.5459,
NY,-73.8508,Mohegan Lake,10547,Westchester,41.3143,
AL,-86.2085,Montgomery,36132,Montgomery,32.2334,
LA,-91.1339,Baton Rouge,70804,East Baton Rouge Parish,30.3863,
MT,-108.9922,Joliet,59041,Carbon,45.4941,
CO,-105.3402,Evergreen,80439,Jefferson,39.6374,
OH,-83.5824,Middleburg,43336,Logan,40.2926,
TX,-97.1416,Mansfield,76063,Tarrant,32.5773,
IN,-86.0757,Indianapolis,46237,Marion,39.673,
CA,-118.5466,Northridge,91324,Los Angeles,34.2367,
GA,-84.2216,Peachtree Corners,30092,Gwinnett,33.9701,
OH,-82.4724,Buckeye Lake,43008,Licking,39.9337,
ME,-70.7784,Cornish,4020,York,43.7796,
CT,-73.4377,Lakeville,6039,Litchfield,41.9516,
MT,-114.1054,Ronan,59864,Lake,47.5525,
MI,-83.3805,West Bloomfield,48323,Oakland,42.5683,
AZ,-111.8867,Scottsdale,85260,Maricopa,33.6013,
WV,-81.5547,Charleston,25361,Kanawha,38.2968,
OH,-83.4736,Pemberville,43450,Wood,41.4023,
UT,-111.3419,Peoa,84061,Summit,40.7247,
VA,-79.6574,Cascade,24069,Pittsylvania,36.5927,
TN,-84.2992,Briceville,37710,Anderson,36.1626,
WV,-81.1633,Lizemores,25125,Clay,38.3366,
NV,-119.7764,Carson City,89721,Carson City (city),39.1678,
CA,-118.5426,Santa Clarita,91380,Los Angeles,34.3917,
MA,-71.8023,Worcester,1614,Worcester,42.2626,
GA,-84.2281,Alpharetta,30005,Fulton,34.0782,
PA,-78.0661,Sinnamahoning,15861,Cameron,41.3762,
MA,-70.762,Minot,2055,Plymouth,42.2404,
AR,-94.3985,Fort Smith,72906,Sebastian,35.3859,
NV,-115.1429,Las Vegas,89169,Clark,36.1234,
CA,-121.4438,Sacramento,95823,Sacramento,38.4797,
LA,-92.5322,Woodworth,71485,Rapides,31.1635,
IA,-95.5515,Calumet,51009,O'Brien,42.9444,
TN,-87.2961,Five Points,38457,Lawrence,35.031,
ME,-69.6976,Skowhegan,4976,Somerset,44.7772,
DE,-75.5726,Viola,19979,Kent,39.0419,
IL,-88.169,Naperville,60563,DuPage,41.7895,
ND,-97.4325,Hatton,58240,Traill,47.638,
MS,-90.4016,Mccomb,39648,Pike,31.1769,
VA,-77.0657,Alexandria,22307,Fairfax,38.7714,
VA,-77.2158,Dogue,22451,King George,38.2321,
CA,-116.8277,Sugarloaf,92386,San Bernardino,34.2372,
AK,-147.7164,Fairbanks,99790,Fairbanks North Star,64.8378,
MN,-95.9646,Plummer,56748,Red Lake,47.9113,
CA,-122.3477,Richmond,94808,Contra Costa,37.9358,
TX,-97.1599,Arlington,76017,Tarrant,32.6555,
CA,-122.2959,Berkeley,94710,Alameda,37.8696,
PA,-76.988,Vicksburg,17883,Union,40.9387,
OH,-83.159,Bourneville,45617,Ross,39.2804,
GA,-84.867,Bluffton,39824,Clay,31.52,
NM,-104.2317,Fort Sumner,88119,DeBaca,34.46,
MI,-82.9459,Eastpointe,48021,Macomb,42.4658,
TX,-97.309,Burleson,76028,Johnson,32.5316,
CA,-117.2016,Lake Arrowhead,92352,San Bernardino,34.2606,
AZ,-111.9093,Tempe,85285,Maricopa,33.4148,
KY,-85.43,Raywick,40060,Marion,37.538,
AR,-91.9975,Crossett,71635,Ashley,33.156,
WA,-123.0271,Galvin,98544,Lewis,46.7423,
CT,-72.6652,Middletown,6457,Middlesex,41.5569,
KY,-86.2965,Irvington,40146,Breckinridge,37.8762,
IA,-91.7119,Hillsboro,52630,Henry,40.8372,
GA,-84.7454,Douglasville,30135,Douglas,33.6989,
MN,-93.2921,Burnsville,55306,Dakota,44.7307,
TX,-95.607,Sugar Land,77478,Fort Bend,29.6196,
ME,-69.8306,Norridgewock,4957,Somerset,44.6899,
AR,-92.2776,Little Rock,72206,Pulaski,34.6836,
CA,-121.8801,San Jose,95192,Santa Clara,37.3383,
TX,-95.7418,Emory,75440,Rains,32.875,
OK,-95.8079,Broken Arrow,74012,Tulsa,36.0447,
VA,-77.4932,Richmond,23249,City of Richmond,37.5242,
KY,-82.9602,Keaton,41226,Johnson,37.9856,
IL,-89.427,Princeton,61356,Bureau,41.3629,
WA,-122.228,Sumner,98390,Pierce,47.2099,
MI,-83.3269,Greenbush,48738,Alcona,44.548,
MA,-72.5887,Springfield,1103,Hampden,42.1029,
OH,-81.3203,Dennison,44621,Tuscarawas,40.4089,
CO,-105.1019,Longmont,80502,Boulder,40.1672,
IA,-94.1388,Otho,50569,Webster,42.4031,
NC,-80.8511,Olin,28660,Iredell,35.9593,
OK,-95.913,Copan,74022,Washington,36.9062,
LA,-91.5979,Angola,70712,West Feliciana,30.9656,
MN,-94.6873,Ormsby,56162,Martin,43.8616,
NE,-99.1415,Litchfield,68852,Sherman,41.1686,
NJ,-74.0635,Brielle,8730,Monmouth,40.1077,
AL,-86.7499,Harvest,35749,Madison,34.8273,
NV,-114.3968,Pioche,89043,Lincoln,37.8981,
MI,-82.6022,Carsonville,48419,Sanilac,43.4258,
KS,-96.7873,Fort Riley,66442,Geary,39.0619,
VA,-76.3544,Mathews,23109,Mathews,37.4383,
MD,-77.0603,Brookeville,20833,Montgomery,39.1871,
ME,-69.5806,Windsor,4363,Kennebec,44.3009,
LA,-91.9263,Arnaudville,70512,St. Landry,30.3981,
GA,-83.6931,Sautee Nacoochee,30571,White,34.7162,
AL,-87.4353,Megargel,36457,Monroe,31.3612,
MA,-71.0186,Quincy,2170,Norfolk,42.2671,
WV,-82.2774,Huntington,25716,Cabell,38.4134,
IA,-93.0198,Reasnor,50232,Jasper,41.5798,
MT,-107.8692,Melstone,59054,Musselshell,46.5986,
AZ,-111.7973,Casa Grande,85193,Pinal,32.8554,
MN,-93.2638,Minneapolis,55459,Hennepin,44.98,
NY,-78.8769,Buffalo,14217,Erie,42.9719,
ND,-101.2563,Maxbass,58760,Bottineau,48.7722,
SD,-98.5273,Harrison,57344,Douglas,43.4297,
IN,-87.322,Roselawn,46372,Newton,41.1434,
NY,-74.4536,Sprakers,12166,Montgomery,42.8484,
NV,-115.2312,Ruby Valley,89833,Elko,40.3995,
WI,-92.3227,Webster,54893,Burnett,45.874,
MO,-93.8122,Roscoe,64781,St. Clair,37.9728,
OH,-81.5485,Byesville,43723,Guernsey,39.9623,
GA,-83.6913,Macon,31209,Bibb,32.8067,
FL,-85.303,Port Saint Joe,32457,Gulf,29.8119,
NY,-73.6448,Glens Falls,12801,Warren,43.3115,
FL,-81.9392,Lakeland,33801,Polk,28.0381,
MD,-77.2494,Monrovia,21770,Frederick,39.3512,
NJ,-74.5198,Oak Ridge,7438,Passaic,41.0302,
NY,-73.8841,Bronx,10474,Bronx,40.8139,
ND,-99.1288,Cleveland,58424,Stutsman,46.8931,
CA,-122.7011,Rohnert Park,94927,Sonoma,38.3396,
KY,-85.5083,New Hope,40052,Nelson,37.632,
ND,-103.1536,Wildrose,58795,Williams,48.5678,
NY,-76.5626,Auburn,13021,Cayuga,42.93,
GA,-83.6128,Kathleen,31047,Houston,32.4672,
OK,-97.177,Wynnewood,73098,Garvin,34.6385,
NE,-98.3411,Grand Island,68801,Hall,40.9219,
CA,-122.5052,Montara,94037,San Mateo,37.5428,
VT,-72.6384,Proctorsville,5153,Windsor,43.3823,
VA,-77.3928,Herndon,20171,Fairfax,38.9252,
GA,-84.6469,Lithia Springs,30122,Douglas,33.7655,
AL,-85.1749,Valley,36854,Chambers,32.8113,
TX,-97.0099,Mcfaddin,77973,Victoria,28.5511,
NY,-75.5177,Solsville,13465,Madison,42.9106,
PA,-76.2598,Sugar Run,18846,Bradford,41.6041,
IL,-88.0782,Bloomingdale,60108,DuPage,41.9483,
NH,-72.2125,Etna,3750,Grafton,43.7113,
OK,-97.5638,Oklahoma City,73120,Oklahoma,35.5835,
TN,-86.2557,Normandy,37360,Bedford,35.4296,
TX,-101.8736,Hale Center,79041,Hale,34.0669,
AR,-91.4387,Charlotte,72522,Independence,35.8184,
NY,-73.6943,Troy,12183,Albany,42.746,
NE,-100.2955,Halsey,69142,Thomas,41.9291,
IL,-88.2063,Bartlett,60103,Cook,41.9794,
VT,-72.585,Montpelier,5609,Washington,44.2595,
AL,-86.4946,Marbury,36051,Autauga,32.6841,
AL,-87.3237,Rogersville,35652,Lauderdale,34.8495,
NM,-105.5712,Vadito,87579,Taos,36.1338,
MN,-93.8571,Saint Clair,56080,Blue Earth,44.0817,
KY,-83.1546,Ary,41712,Perry,37.3638,
ME,-69.6278,Boothbay Harbor,4538,Lincoln,43.8518,
HI,-155.438,Kailua Kona,96745,Hawaii,19.5935,
IL,-89.9467,Prophetstown,61277,Whiteside,41.6312,
WI,-90.1031,Hewitt,54441,Wood,44.6437,
VA,-75.6781,Sanford,23426,Accomack,37.9229,
ID,-114.3657,Kimberly,83341,Twin Falls,42.5287,
TX,-97.4632,Corpus Christi,78403,Nueces,27.777,
MN,-94.0677,Good Thunder,56037,Blue Earth,43.9952,
FL,-82.7585,Palm Harbor,34683,Pinellas,28.0662,
OR,-122.6762,Portland,97290,Multnomah,45.5235,
KY,-86.5979,Rockfield,42274,Warren,36.9241,
TN,-85.8366,Smartt,37378,Warren,35.6403,
NC,-82.2876,Burnsville,28714,Yancey,35.903,
TX,-98.1517,Marion,78124,Guadalupe,29.5683,
PA,-79.7262,Rillton,15678,Westmoreland,40.2872,
IN,-86.9568,Grandview,47615,Spencer,37.9703,
NY,-72.554,Laurel,11948,Suffolk,40.9674,
GA,-80.997,Savannah,31410,Chatham,32.0175,
IL,-90.2007,Literberry,62660,Morgan,39.8589,
SC,-79.9309,Charleston,29402,Charleston,32.7766,
NY,-78.2097,Little Genesee,14754,Allegany,42.0319,
KS,-100.5732,Plains,67869,Meade,37.2701,
KY,-85.8921,Glendale,42740,Hardin,37.6034,
ND,-100.5954,Bantry,58713,McHenry,48.5351,
CA,-121.895,Milpitas,95035,Santa Clara,37.4352,
IN,-86.0409,Arcadia,46030,Hamilton,40.1776,
MT,-108.5007,Billings,59114,Yellowstone,45.7833,
MN,-94.4378,Cold Spring,56320,Stearns,45.45,
MT,-112.1967,Basin,59631,Jefferson,46.3296,
LA,-90.9027,Denham Springs,70726,Livingston,30.459,
MN,-93.3797,Minneapolis,55445,Hennepin,45.1232,
CA,-119.0918,Woodlake,93286,Tulare,36.4313,
AL,-88.2683,York,36925,Sumter,32.4728,
MO,-90.5782,Hillsboro,63050,Jefferson,38.2586,
CA,-122.5889,Fairfax,94978,Marin,37.9871,
AL,-88.1009,Mobile,36606,Mobile,30.6729,
NE,-96.6391,Roca,68430,Lancaster,40.6702,
TX,-97.0704,Lewisville,75077,Denton,33.0775,
NJ,-74.9177,Wallpack Center,7881,Sussex,41.1256,
AL,-85.0985,Smiths Station,36877,Lee,32.5401,
IL,-90.5313,Bluffs,62621,Scott,39.7296,
CA,-117.8546,Santa Ana,92735,Orange,33.7188,
PA,-78.8886,Reynoldsville,15851,Jefferson,41.097,
OH,-84.2686,Dayton,45435,Montgomery,39.7505,
WI,-89.4357,Albany,53502,Green,42.7155,
NM,-108.9032,Mule Creek,88051,Grant,33.1071,
OH,-81.8929,Stewart,45778,Athens,39.3213,
AK,-158.6199,Aleknagik,99555,Dillingham (CA),59.2697,
MT,-108.9057,Fromberg,59029,Carbon,45.4027,
MD,-76.5367,North Beach,20714,Calvert,38.7119,
NY,-73.8985,Catskill,12414,Greene,42.2276,
PA,-76.88,Harrisburg,17126,Dauphin,40.2618,
IN,-86.967,Russellville,46175,Putnam,39.8366,
IA,-94.9824,Albert City,50510,Buena Vista,42.7784,
TX,-97.2915,Fort Worth,76147,Tarrant,32.7714,
GA,-84.4003,Riverdale,30274,Clayton,33.5531,
UT,-111.4266,Boulder,84716,Garfield,37.9166,
IL,-90.0265,Yates City,61572,Knox,40.7878,
WI,-90.9239,Wauzeka,53826,Crawford,43.1143,
OR,-121.0539,Fort Rock,97735,Lake,43.3565,
NH,-71.5591,Lancaster,3584,Coos,44.4921,
MO,-92.4461,Tuscumbia,65082,Miller,38.2181,
MS,-90.1848,Jackson,39296,Hinds,32.2988,
SD,-96.6892,Labolt,57246,Grant,45.0415,
MD,-76.6744,Baltimore,21209,Baltimore (city),39.3716,
PA,-76.6592,York,17402,York,39.959,
VA,-79.9579,Roanoke,24029,Roanoke (city),37.2742,
CO,-107.7533,Ridgway,81432,Ouray,38.1381,
MO,-92.131,Saint Robert,65584,Pulaski,37.8283,
IA,-95.487,Panama,51562,Shelby,41.7288,
IL,-89.7184,Peoria,61630,Peoria,40.7442,
DC,-77.0146,Washington,20581,District of Columbia,38.8933,
CA,-121.3978,Sacramento,95866,Sacramento,38.596,
TX,-98.5697,San Antonio,78229,Bexar,29.5042,
NY,-75.2626,Sauquoit,13456,Oneida,43.0073,
CA,-120.4538,Douglas Flat,95229,Calaveras,38.1144,
TX,-96.6075,Sherman,75090,Grayson,33.6435,
PA,-80.4565,Avella,15312,Washington,40.2734,
PA,-75.888,Freeland,18224,Luzerne,41.0196,
