County,"Zip
Code",Lat,"Place
Name",State,Long
Franklin,1375,42.4539,Sunderland,MA,-72.5676
Franklin,1376,42.5954,Turners Falls,MA,-72.5557
Franklin,1378,42.6671,Warwick,MA,-72.3397
Franklin,1379,42.5656,Wendell,MA,-72.4009
Franklin,1380,42.5534,Wendell Depot,MA,-72.3927
Worcester,1420,42.5796,Fitchburg,MA,-71.8031
Worcester,1430,42.6496,Ashburnham,MA,-71.9267
Middlesex,1431,42.6745,Ashby,MA,-71.8174
Middlesex,1432,42.5591,Ayer,MA,-71.5788
Worcester,1434,42.5385,Devens,MA,-71.6115
Worcester,1436,42.5936,Baldwinville,MA,-72.0646
Worcester,1438,42.5631,East Templeton,MA,-72.037
Worcester,1440,42.574,Gardner,MA,-71.9898
Worcester,1441,42.5459,Westminster,MA,-71.9106
Middlesex,1450,42.6124,Groton,MA,-71.5584
Worcester,1451,42.4986,Harvard,MA,-71.5753
Worcester,1452,42.4865,Hubbardston,MA,-72.0012
Worcester,1453,42.5274,Leominster,MA,-71.7563
Middlesex,1460,42.5401,Littleton,MA,-71.4877
Worcester,1462,42.5884,Lunenburg,MA,-71.7266
Middlesex,1463,42.6689,Pepperell,MA,-71.5934
Middlesex,1464,42.5734,Shirley,MA,-71.6483
Worcester,1467,42.4871,Still River,MA,-71.6131
Worcester,1468,42.546,Templeton,MA,-72.065
Middlesex,1469,42.6525,Townsend,MA,-71.6896
Middlesex,1470,42.6112,Groton,MA,-71.5745
Middlesex,1471,42.6112,Groton,MA,-71.5745
Middlesex,1472,42.6043,West Groton,MA,-71.6273
Worcester,1473,42.5483,Westminster,MA,-71.9096
Middlesex,1474,42.6678,West Townsend,MA,-71.7522
Worcester,1475,42.6789,Winchendon,MA,-72.0475
Worcester,1501,42.2055,Auburn,MA,-71.8391
Worcester,1503,42.3844,Berlin,MA,-71.6356
Worcester,1504,42.0287,Blackstone,MA,-71.5269
Worcester,1505,42.3377,Boylston,MA,-71.731
Worcester,1506,42.1991,Brookfield,MA,-72.0989
Worcester,1507,42.1379,Charlton,MA,-71.9664
Worcester,1508,42.1459,Charlton City,MA,-71.9884
Worcester,1509,42.1731,Charlton Depot,MA,-71.9787
Worcester,1510,42.4181,Clinton,MA,-71.6828
Worcester,1515,42.2193,East Brookfield,MA,-72.0481
Worcester,1516,42.0528,Douglas,MA,-71.7509
Worcester,1518,42.1228,Fiskdale,MA,-72.1178
Worcester,1519,42.2004,Grafton,MA,-71.6868
Worcester,1520,42.342,Holden,MA,-71.8414
Hampden,1521,42.0403,Holland,MA,-72.1544
Worcester,1522,42.3755,Jefferson,MA,-71.8706
Worcester,1523,42.451,Lancaster,MA,-71.6868
Worcester,1524,42.237,Leicester,MA,-71.9188
Worcester,1525,42.0973,Linwood,MA,-71.6448
Worcester,1526,42.0945,Manchaug,MA,-71.7476
Worcester,1527,42.1968,Millbury,MA,-71.7644
Worcester,1529,42.0331,Millville,MA,-71.5798
Worcester,1531,42.3198,New Braintree,MA,-72.1306
Worcester,1532,42.3182,Northborough,MA,-71.6464
Worcester,1534,42.1494,Northbridge,MA,-71.6564
Worcester,1535,42.2665,North Brookfield,MA,-72.0821
Worcester,1536,42.2297,North Grafton,MA,-71.7037
Worcester,1537,42.1655,North Oxford,MA,-71.886
Worcester,1538,42.0876,North Uxbridge,MA,-71.6412
Worcester,1540,42.1129,Oxford,MA,-71.8687
Worcester,1541,42.4508,Princeton,MA,-71.8762
Worcester,1542,42.1997,Rochdale,MA,-71.9069
Worcester,1543,42.3762,Rutland,MA,-71.949
Worcester,1545,42.2848,Shrewsbury,MA,-71.7205
Worcester,1546,42.3648,Shrewsbury,MA,-71.8969
Worcester,1550,42.075,Southbridge,MA,-72.0353
Worcester,1560,42.176,South Grafton,MA,-71.6927
Worcester,1561,42.4435,South Lancaster,MA,-71.6861
Worcester,1562,42.2441,Spencer,MA,-71.9906
Worcester,1564,42.4354,Sterling,MA,-71.7752
Worcester,1566,42.1126,Sturbridge,MA,-72.0842
Worcester,1568,42.1756,Upton,MA,-71.6032
Worcester,1569,42.0744,Uxbridge,MA,-71.6329
Worcester,1570,42.0521,Webster,MA,-71.8486
Worcester,1571,42.0489,Dudley,MA,-71.8932
Worcester,1581,42.2679,Westborough,MA,-71.6176
Worcester,1583,42.3584,West Boylston,MA,-71.7838
Worcester,1585,42.2441,West Brookfield,MA,-72.1511
Worcester,1586,42.1712,West Millbury,MA,-71.8037
Worcester,1588,42.1153,Whitinsville,MA,-71.6644
Worcester,1590,42.1266,Sutton,MA,-71.7552
Worcester,1601,42.2626,Worcester,MA,-71.8023
Worcester,1602,42.2703,Worcester,MA,-71.8417
Worcester,1603,42.245,Worcester,MA,-71.838
Worcester,1604,42.2541,Worcester,MA,-71.7746
Worcester,1605,42.2894,Worcester,MA,-71.7888
Worcester,1606,42.311,Worcester,MA,-71.7958
Worcester,1607,42.2303,Worcester,MA,-71.7938
Worcester,1608,42.2624,Worcester,MA,-71.8003
Worcester,1609,42.2826,Worcester,MA,-71.8277
Worcester,1610,42.2492,Worcester,MA,-71.8108
Worcester,1611,42.2373,Cherry Valley,MA,-71.875
Worcester,1612,42.3066,Paxton,MA,-71.9202
Worcester,1613,42.2933,Worcester,MA,-71.802
Worcester,1614,42.2626,Worcester,MA,-71.8023
Worcester,1615,42.2626,Worcester,MA,-71.8023
Worcester,1653,42.3648,Worcester,MA,-71.8969
Worcester,1655,42.3648,Worcester,MA,-71.8969
Middlesex,1701,42.3007,Framingham,MA,-71.4255
Middlesex,1702,42.2822,Framingham,MA,-71.4339
Middlesex,1703,42.4464,Framingham,MA,-71.4594
Middlesex,1704,42.4464,Framingham,MA,-71.4594
Middlesex,1705,42.4464,Framingham,MA,-71.4594
Middlesex,1718,42.4851,Acton,MA,-71.4328
Middlesex,1719,42.4884,Boxborough,MA,-71.5178
Middlesex,1720,42.4751,Acton,MA,-71.4483
Middlesex,1721,42.2539,Ashland,MA,-71.4583
Middlesex,1730,42.4843,Bedford,MA,-71.2768
Middlesex,1731,42.4567,Hanscom Afb,MA,-71.2795
Worcester,1740,42.4365,Bolton,MA,-71.6076
Middlesex,1741,42.5286,Carlisle,MA,-71.3519
Middlesex,1742,42.4567,Concord,MA,-71.3747
Worcester,1745,42.2934,Fayville,MA,-71.5028
Middlesex,1746,42.2026,Holliston,MA,-71.4361
Worcester,1747,42.1268,Hopedale,MA,-71.5376
Middlesex,1748,42.219,Hopkinton,MA,-71.5302
Middlesex,1749,42.3918,Hudson,MA,-71.5609
Middlesex,1752,42.3509,Marlborough,MA,-71.5434
Middlesex,1754,42.4321,Maynard,MA,-71.455
Worcester,1756,42.0967,Mendon,MA,-71.5499
Worcester,1757,42.1511,Milford,MA,-71.5274
Middlesex,1760,42.2875,Natick,MA,-71.3574
Middlesex,1770,42.2331,Sherborn,MA,-71.3787
Worcester,1772,42.2939,Southborough,MA,-71.532
Middlesex,1773,42.4217,Lincoln,MA,-71.3137
Middlesex,1775,42.4308,Stow,MA,-71.515
Middlesex,1776,42.3837,Sudbury,MA,-71.4282
Middlesex,1778,42.3486,Wayland,MA,-71.3588
Middlesex,1784,42.2376,Woodville,MA,-71.562
Middlesex,1801,42.4829,Woburn,MA,-71.1574
Middlesex,1803,42.5089,Burlington,MA,-71.2004
Middlesex,1805,42.5048,Burlington,MA,-71.1956
Essex,1810,42.6496,Andover,MA,-71.1565
Essex,1812,42.6472,Andover,MA,-71.1842
Middlesex,1813,42.4793,Woburn,MA,-71.1523
Middlesex,1815,42.4793,Woburn,MA,-71.1523
Middlesex,1821,42.5519,Billerica,MA,-71.2518
Middlesex,1822,42.5584,Billerica,MA,-71.2689
Middlesex,1824,42.5911,Chelmsford,MA,-71.3556
Middlesex,1826,42.6764,Dracut,MA,-71.3186
Middlesex,1827,42.6739,Dunstable,MA,-71.4952
Essex,1830,42.7856,Haverhill,MA,-71.0721
Essex,1831,42.7711,Haverhill,MA,-71.1221
Essex,1832,42.7792,Haverhill,MA,-71.1095
Essex,1833,42.7281,Georgetown,MA,-70.9822
Essex,1834,42.753,Groveland,MA,-71.027
Essex,1835,42.7528,Haverhill,MA,-71.0843
Essex,1840,42.708,Lawrence,MA,-71.1638
Essex,1841,42.7115,Lawrence,MA,-71.167
Essex,1842,42.707,Lawrence,MA,-71.1631
Essex,1843,42.6911,Lawrence,MA,-71.1605
Essex,1844,42.728,Methuen,MA,-71.181
Essex,1845,42.6826,North Andover,MA,-71.109
Middlesex,1850,42.656,Lowell,MA,-71.3051
Middlesex,1851,42.6315,Lowell,MA,-71.3329
Middlesex,1852,42.6344,Lowell,MA,-71.2983
Middlesex,1853,42.6334,Lowell,MA,-71.3162
Middlesex,1854,42.6493,Lowell,MA,-71.3355
Essex,1860,42.8346,Merrimac,MA,-71.0047
Middlesex,1862,42.5757,North Billerica,MA,-71.2902
Middlesex,1863,42.6347,North Chelmsford,MA,-71.3908
Middlesex,1864,42.5819,North Reading,MA,-71.0947
Middlesex,1865,42.5379,Nutting Lake,MA,-71.2689
Middlesex,1866,42.5293,Pinehurst,MA,-71.2281
Middlesex,1867,42.528,Reading,MA,-71.109
Middlesex,1876,42.6028,Tewksbury,MA,-71.2232
Middlesex,1879,42.6724,Tyngsboro,MA,-71.4158
Middlesex,1880,42.5009,Wakefield,MA,-71.0685
Essex,1885,42.707,West Boxford,MA,-71.0639
Middlesex,1886,42.5864,Westford,MA,-71.4401
Middlesex,1887,42.5581,Wilmington,MA,-71.1723
Middlesex,1888,42.4793,Woburn,MA,-71.1523
Middlesex,1889,42.5716,North Reading,MA,-71.1096
Middlesex,1890,42.453,Winchester,MA,-71.1441
Essex,1899,42.6584,Andover,MA,-71.137
Essex,1901,42.4612,Lynn,MA,-70.9467
Essex,1902,42.4698,Lynn,MA,-70.942
Essex,1903,42.4668,Lynn,MA,-70.9495
Essex,1904,42.4889,Lynn,MA,-70.9647
Essex,1905,42.4694,Lynn,MA,-70.9728
Essex,1906,42.4633,Saugus,MA,-71.0111
Essex,1907,42.4746,Swampscott,MA,-70.9098
Essex,1908,42.4261,Nahant,MA,-70.9277
Essex,1910,42.4548,Lynn,MA,-70.9747
Essex,1913,42.8559,Amesbury,MA,-70.9367
Essex,1915,42.5608,Beverly,MA,-70.8759
Essex,1921,42.6797,Boxford,MA,-71.0114
Essex,1922,42.7568,Byfield,MA,-70.9351
Essex,1923,42.5694,Danvers,MA,-70.9425
Essex,1929,42.6286,Essex,MA,-70.7828
Essex,1930,42.6208,Gloucester,MA,-70.6721
Essex,1931,42.6159,Gloucester,MA,-70.662
Essex,1936,42.6354,Hamilton,MA,-70.8791
Essex,1937,42.6354,Hathorne,MA,-70.8791
Essex,1938,42.6809,Ipswich,MA,-70.8494
Essex,1940,42.5327,Lynnfield,MA,-71.0339
Essex,1944,42.5796,Manchester,MA,-70.7674
Essex,1945,42.4984,Marblehead,MA,-70.8653
Essex,1949,42.5942,Middleton,MA,-71.013
Essex,1950,42.813,Newburyport,MA,-70.8847
Essex,1951,42.7835,Newbury,MA,-70.8474
Essex,1952,42.8507,Salisbury,MA,-70.8588
Essex,1960,42.5326,Peabody,MA,-70.9612
Essex,1961,42.6354,Peabody,MA,-70.8791
Essex,1965,42.5581,Prides Crossing,MA,-70.8257
Essex,1966,42.658,Rockport,MA,-70.6194
Essex,1969,42.7138,Rowley,MA,-70.907
Essex,1970,42.5151,Salem,MA,-70.9003
Essex,1971,42.6354,Salem,MA,-70.8791
Essex,1982,42.6185,South Hamilton,MA,-70.8561
Essex,1983,42.6415,Topsfield,MA,-70.9488
Essex,1984,42.6017,Wenham,MA,-70.8786
Essex,1985,42.7949,West Newbury,MA,-70.9778
Plymouth,2018,42.1745,Accord,MA,-70.8837
Norfolk,2019,42.0746,Bellingham,MA,-71.4768
Plymouth,2020,42.0818,Brant Rock,MA,-70.6439
Norfolk,2021,42.1645,Canton,MA,-71.1355
Norfolk,2025,42.2395,Cohasset,MA,-70.8128
Norfolk,2026,42.2437,Dedham,MA,-71.1637
Norfolk,2027,42.18,Dedham,MA,-71.0892
Norfolk,2030,42.2362,Dover,MA,-71.2854
Norfolk,2032,42.1532,East Walpole,MA,-71.2179
Norfolk,2035,42.0649,Foxboro,MA,-71.2441
Norfolk,2038,42.0935,Franklin,MA,-71.4058
Plymouth,2040,42.1793,Greenbush,MA,-70.7495
Plymouth,2041,42.0696,Green Harbor,MA,-70.6491
Plymouth,2043,42.2245,Hingham,MA,-70.8911
Plymouth,2044,42.2418,Hingham,MA,-70.8898
Plymouth,2045,42.2853,Hull,MA,-70.8754
Plymouth,2047,42.1428,Humarock,MA,-70.6935
Bristol,2048,42.0212,Mansfield,MA,-71.2178
Plymouth,2050,42.1062,Marshfield,MA,-70.6993
Plymouth,2051,42.1512,Marshfield Hills,MA,-70.7341
Norfolk,2052,42.1845,Medfield,MA,-71.3048
Norfolk,2053,42.1514,Medway,MA,-71.4217
Norfolk,2054,42.1669,Millis,MA,-71.3607
Plymouth,2055,42.2404,Minot,MA,-70.762
Norfolk,2056,42.1177,Norfolk,MA,-71.3269
Plymouth,2059,42.1432,North Marshfield,MA,-70.7703
Plymouth,2060,42.219,North Scituate,MA,-70.7856
Plymouth,2061,42.1596,Norwell,MA,-70.8217
Norfolk,2062,42.1868,Norwood,MA,-71.2033
Plymouth,2065,42.0972,Ocean Bluff,MA,-70.6516
Plymouth,2066,42.2032,Scituate,MA,-70.7525
Norfolk,2067,42.1094,Sharon,MA,-71.1759
Norfolk,2070,42.0348,Sheldonville,MA,-71.387
Norfolk,2071,42.0992,South Walpole,MA,-71.2752
Norfolk,2072,42.1253,Stoughton,MA,-71.1074
Norfolk,2081,42.1444,Walpole,MA,-71.2544
Norfolk,2090,42.2148,Westwood,MA,-71.2104
Norfolk,2093,42.0617,Wrentham,MA,-71.3396
Suffolk,2108,42.3576,Boston,MA,-71.0684
Suffolk,2109,42.36,Boston,MA,-71.0545
Suffolk,2110,42.3576,Boston,MA,-71.0514
Suffolk,2111,42.3503,Boston,MA,-71.0629
Suffolk,2112,42.3584,Boston,MA,-71.0598
Suffolk,2113,42.3657,Boston,MA,-71.056
Suffolk,2114,42.3611,Boston,MA,-71.0682
Suffolk,2115,42.3427,Boston,MA,-71.0922
Suffolk,2116,42.3492,Boston,MA,-71.0768
Suffolk,2117,42.3585,Boston,MA,-71.058
Suffolk,2118,42.3362,Boston,MA,-71.0729
Suffolk,2119,42.3251,Roxbury,MA,-71.0953
Suffolk,2120,42.3307,Roxbury Crossing,MA,-71.0912
Suffolk,2121,42.2973,Dorchester,MA,-71.0745
Suffolk,2122,42.2973,Dorchester,MA,-71.0745
Suffolk,2123,42.3389,Boston,MA,-70.9196
Suffolk,2124,42.2918,Dorchester Center,MA,-71.0717
Suffolk,2125,42.2973,Dorchester,MA,-71.0745
Suffolk,2126,42.2739,Mattapan,MA,-71.0939
Suffolk,2127,42.3347,Boston,MA,-71.0375
Suffolk,2128,42.3642,Boston,MA,-71.0257
Suffolk,2129,42.3778,Charlestown,MA,-71.0627
Suffolk,2130,42.3126,Jamaica Plain,MA,-71.1115
Suffolk,2131,42.2836,Roslindale,MA,-71.1295
Suffolk,2132,42.2787,West Roxbury,MA,-71.1589
Suffolk,2133,42.3584,Boston,MA,-71.0598
Suffolk,2134,42.3535,Allston,MA,-71.1329
Suffolk,2135,42.3478,Brighton,MA,-71.1566
Suffolk,2136,42.254,Hyde Park,MA,-71.1261
Suffolk,2137,42.2404,Readville,MA,-71.137
Middlesex,2138,42.377,Cambridge,MA,-71.1256
Middlesex,2139,42.3647,Cambridge,MA,-71.1042
Middlesex,2140,42.3932,Cambridge,MA,-71.1338
Middlesex,2141,42.3687,Cambridge,MA,-71.0836
Middlesex,2142,42.362,Cambridge,MA,-71.083
Middlesex,2143,42.3829,Somerville,MA,-71.1028
Middlesex,2144,42.4003,Somerville,MA,-71.1221
Middlesex,2145,42.3907,Somerville,MA,-71.0929
Middlesex,2148,42.4291,Malden,MA,-71.0605
Middlesex,2149,42.4112,Everett,MA,-71.0514
Suffolk,2150,42.3963,Chelsea,MA,-71.0325
Suffolk,2151,42.4138,Revere,MA,-71.0052
Suffolk,2152,42.3763,Winthrop,MA,-70.98
Middlesex,2153,42.4184,Medford,MA,-71.1062
Middlesex,2155,42.4173,Medford,MA,-71.1087
Middlesex,2156,42.4223,West Medford,MA,-71.1328
Suffolk,2163,42.3253,Boston,MA,-71.1122
Norfolk,2169,42.2491,Quincy,MA,-70.9978
Norfolk,2170,42.2671,Quincy,MA,-71.0186
Norfolk,2171,42.2825,Quincy,MA,-71.0241
Middlesex,2176,42.4581,Melrose,MA,-71.0632
Middlesex,2180,42.4828,Stoneham,MA,-71.0978
Norfolk,2184,42.2093,Braintree,MA,-70.9963
Norfolk,2185,42.18,Braintree,MA,-71.0892
Norfolk,2186,42.2537,Milton,MA,-71.0771
Norfolk,2187,42.2668,Milton Village,MA,-71.0717
Norfolk,2188,42.2113,Weymouth,MA,-70.9582
Norfolk,2189,42.214,East Weymouth,MA,-70.9203
Norfolk,2190,42.1751,South Weymouth,MA,-70.9495
Norfolk,2191,42.2459,North Weymouth,MA,-70.9467
Suffolk,2196,42.3584,Boston,MA,-71.0598
Suffolk,2199,42.3479,Boston,MA,-71.0825
Suffolk,2201,42.3584,Boston,MA,-71.0598
Suffolk,2203,42.3615,Boston,MA,-71.0604
Suffolk,2204,42.3389,Boston,MA,-70.9196
Suffolk,2205,42.3503,Boston,MA,-71.0539
Suffolk,2206,42.3389,Boston,MA,-70.9196
Suffolk,2210,42.3489,Boston,MA,-71.0465
Suffolk,2211,42.3584,Boston,MA,-71.0598
Middlesex,2212,42.3584,Boston,MA,-71.0598
Suffolk,2215,42.3471,Boston,MA,-71.1027
Suffolk,2217,42.3389,Boston,MA,-70.9196
Suffolk,2222,42.3644,Boston,MA,-71.0633
Middlesex,2238,42.3751,Cambridge,MA,-71.1056
Suffolk,2241,42.3584,Boston,MA,-71.0598
Suffolk,2266,42.3584,Boston,MA,-71.0598
Norfolk,2269,42.2529,Quincy,MA,-71.0023
Suffolk,2283,42.3389,Boston,MA,-70.9196
Suffolk,2284,42.3389,Boston,MA,-70.9196
Suffolk,2293,42.3584,Boston,MA,-71.0598
Suffolk,2297,42.3584,Boston,MA,-71.0598
Suffolk,2298,42.3823,Boston,MA,-71.0323
Plymouth,2301,42.0794,Brockton,MA,-71.04
Plymouth,2302,42.0847,Brockton,MA,-71.0002
Plymouth,2303,42.0834,Brockton,MA,-71.0184
Plymouth,2304,42.0834,Brockton,MA,-71.0184
Plymouth,2305,42.0834,Brockton,MA,-71.0184
Norfolk,2322,42.1258,Avon,MA,-71.0437
Plymouth,2324,41.9773,Bridgewater,MA,-70.9723
Plymouth,2325,41.9873,Bridgewater,MA,-70.9728
Plymouth,2327,42.0407,Bryantville,MA,-70.8272
Plymouth,2330,41.8883,Carver,MA,-70.7678
Plymouth,2331,41.9705,Duxbury,MA,-70.7014
Plymouth,2332,42.0399,Duxbury,MA,-70.7163
Plymouth,2333,42.0315,East Bridgewater,MA,-70.945
